sentiment,content
1,ellenmalloy thanks trying hoping bud trillin fest would honored guest hobnobbed
1,kayles yes doe yay told awesome
1,great weekend good mood even mind work morning
1,tuffyr cute manly cute course reminds scion
1,hoopsiscrazy u think web design wld go well international brotherhood magician maybe magic success sxswi
1,jy looking forward mandarin album hope come singapore
1,morning twitties heading college back doc god i m hungry streching ear today mm payday love you
1,brianiwama amen brotha
1,picture pretty day http tr im kwod fb
0,princeterrence terry terry terry miss
1,um happy star war day btw cheer scruffy looking nerfherders hot ami s there
1,man thing would chng vega british boy wayyyy hot
0,srubin sorry disappoint
0,found mad men season delayed august
0,love summer oddly want school year end
1,lobbying twitter too yuk gettin rid groupie
1,crap break quot no work weekend quot rule much overloaded work aargh hate it
1,mastersavage cool saw link thanks
1,toffeetfb wa great day
0,could live mediterranean food rest life miss home
0,reaaally need
1,violent fightclub like sex dream involving heavily tattooed lady wanna wake up lol
1,good morning
1,omg rat ewwwww omg cant wait tha marra ecxcited annabel cant go tho
1,hey robluketic back robluketic live gt http ustre am wv
1,pixelbase steverumsby care eurovision yes jury based vote year eurovision
1,lunch with me eat alone soo long oh well
1,came back seeing boat rocked amazingly cool movie definitely getting dvd
0,lazy rain gym amp amp tanning possibe work amp amp small social gathering around tha corner
0,jo saunders haha lol going i really lol i ve hobbit n mum like keep revisin beck
0,r going mad science sleep missing due back even get watch it
0,boomkatt want bittersweet lol
1,sarahblevins know
0,davestyles haha yes b men lie show one i ll marry
0,daaku danishk lol zzzzy office i m alone bay again
1,wish came true see u
1,new day new home happy mom day me
0,fought jered death avoid wet willy got anyway q coming over bike ride
0,mmitchelldaviss mitchell tryed add xbox live lastnight live show friend list full
1,like fuck still up maybe im drunk hell great time tonight shit crazy
0,lulurocks messed up hope day get better
1,love app thing hella awesome bro
0,watching final episode boy flower
0,nightrpstar think so hired someone that
0,sosimplyme i m sitting girl urk nerve damm yo
0,day cant go slower
1,penpen haha true thankfully regular keyboard job time
0,drop girl got heart sure leave broke bleeding know she ll turn back you lo
1,eliasharrak ummm come on twin slurpees car twin going pretty epic
0,suck playmate mia weekend sad
0,rainy monday better day work home thankful
1,goodnight p thanks jailbreaking ipod stacie lt
0,missed call
1,karaoke small town bar wonderful time
0,nobody love twitter
1,cba exam left
1,got skyfire http get skyfire com firts impression look good little memory hungry ageing htc tytn
0,seem photo grandma together tomorrow heart breaking
1,yay good way end night
0,bookfoolery used book expo canada toronto cancelled year beatwittyparty beatwittyparty
1,lizzs lockeroom maybe start really like team living year city cup awesome
1,happy mother dayyyy sister decided make lunch hmph decorated house andd danced sang hahaa
1,waiting amy me reecerentboy go see hannah montanna movie
0,im heading home gotta work sunday
0,curren y spitta caught traffic around howlin wolf min wondering wth going on musta nice
1,yvasquez thank sister
0,want milk
0,ac fan doesnt swing way sweating hot humid day
1,stealth shopping got wife b day present mall together notice buy hide car back missed
0,alexandergwhite daaammmnnnnn wish there
0,i m saddest right now lost mobile phone earphone waz feel little incomplete feel
0,go last theater lunch im gonna cry
0,laundry time lot it
1,new phrase you never doubt mo williams six game win streak
0,tummy hurt
0,finished mowing lawn
0,dannygokey im upset u u weekly uncle work apparently didnt know big fan am
1,happy birthday andrewgirdwood
1,dog earedpages yay can t wait come bookstore get new book
1,quot leave piece quot wrecker hmm
1,happy star war day im going make pasta get showered dressed watch film like day off day
0,am can t sleep thought b c im hungry whipped pb amp j milk hopefully work
1,twikini enjoying sun
0,somuchmo aww miss u already def sum wknd lol
0,charlieskies actually better name fluffballthegodzilla my youtube username ive beaten
0,sirhova clownin since got flooded htown april got repaired thought
0,one love brittany forgot flower
1,watching star trek tonight heading lovely dinner fun board game night chrisweis
1,looosie agfest pretty awesome load people lol
0,sickkkk and need now
0,mitchelmusso didnt answer
1,nothing better going chinese supperinn fave cousin am
1,kristenstewart wow can t believe u reached facebook limit friend crazy
0,rorzshach wish i m good tbh
1,goodbye sex city let hurry give mi cuz paper work lailashah summer bk
0,blah car repair almost dollar shopping around better deal
0,officially hit wall totally nonfunctionalproductive work
1,got home hour track feel real good p running nice ab work push ups haha p
0,miss little batty month old got sick always fun full life lt even end
1,aussiemcflyfan hope know woo haha time exciting lol
1,eww gross amp lady keep looking weird ha ha another smiled amp asked company me army lol
0,bout go work
0,alinachka anyway could forgive me
0,shellykramer i ve fever past hour see me i m unshaven puffy face look pathetic
0,sharkattack wish quot i like quot option like fb thing like
1,fun night bekah talkin stuff wuv
0,i ve got nothing witty tweet
1,hmm icecream breakfast springtime
1,still working mom s mother day gift shh slideshow
1,lol omg misskeribaby replied back ppl thx
0,good drank jager licked hot asian girl s foot bad reminded never get asian girl ever
0,hummingbird brendonjwilson gregeh leftcoastmama right like cape breton coal mine lesson learned
1,gemma rigby well neck hurt moving massage me massage u lol
0,bus almost hour late crappy alarm clock leeuwarden
1,really good bank hoilday
1,get new one nxt wk
1,already finished chatting haha
0,werewolfjacob thank shout out when get time chat come back miss terribly
0,got caught rain sand monsoon way home even though looked like complete idiot
1,amazing night friend losing voice
0,sassyback right karla best movie made
1,mcmedia well thank you you importantly
0,want hear voice
1,ceemce home friday make too
1,third date went well moving fourth
0,figure quoted wildly optimistic stuff science fiction bit disapointed ciber sabip
0,saying goodbye papa
1,wale am st week away wale idk guy school really like me
0,jvfriedman can t need work overtime project lunchtime sorry
0,morrgaan oh week bad one everyone love amp pretty face amp youre going fantastic concert tonight
0,daysofbigwheels wish could see first hand
1,workyy trying get point smile lt lin man tonight
0,iï¿½m jbobsessed xd miss soooooo much live web cast bookface every thursday xd
1,tatylicious hey chick going ja pick hot guy eat jerk pork festival well already hot guy
0,faizis wish kiau go cat heaven too meet seuss
0,computer alllllllllllllllll day
0,eraticschematic i m pretty bored
1,live new york saturday night finally new one
1,greatttttt day taking liz home now lt
0,spent morning watching eddie izzard s glorious funny realli shud hav studied thou
0,psylentmike haha funny mikee probably mike i ll ever like sad thought
0,mmm home made pizza that helped make home made cheesecake to eat soon amp family nice day mother amp nanna
0,bad day office horrendous mood national act like idiotic buffoon day today no one bothered tell me
1,pretentiousgit cute dog
1,bluevolvic awesome i ll keep look it
0,feelin depressed miss soo damn fcking much besties i wish wouldnt left yt
1,courseofhistory vancouver classy canuck
0,perezhilton hey perez good luck well i m still planning big present given mom love mom
0,can t sleep darn frustrating
0,gt gt why blonde keep failing driver license test gt gt gt gt gt everytime stopped jumped back seat
1,dollhouse saved coming back another season bad scrub
1,contrarygirl hoooray i m hooked already
0,charlies roastbeef mostaza manejamos wtf
0,well i m gonna go now goodbye all
0,juicystar man wont home co host you xo blair
0,kingmoney yep freezing hate winter im literally wearing blackets
1,got call chimp buddy want join party load prepare now wow great cup tea first think erm
0,lost peacock chick morning
1,http twitpic com wsm love family guy hour work go
1,fureousangel comedy good luck friend
1,wrldfms would know phone
1,day till birthday hope weather good best good thursday friday otherwise il scream happy b day keiron
1,andyclemmensen seen game website awesomness go msn
1,well im gonna go shower now gotta get rdy movie couple hour byeee esther lt p s s miss u katherine
1,dannywood glad u could check u today keep touch
1,mollymazy aww happy mother s day girlie kingston lucky great mommy
0,where s po miss
0,xomorganjane aw sad looking forward seeing you
0,uggh everything i m sending you keep sending twitter forward you suck life
1,grilled chicken broccolli water yummy healthy well put butter veggie whatever
